word_form,part_of_speech,lemgram,compound,raw_frequency,relative_frequency,stem
UNDERVISNING,NN.UTR.SIN.IND.NOM,|undervisning..nn.1|,+,2,2.585125,undervisning
bockar,NN.UTR.PLU.IND.NOM,|bock..nn.1|,-,2,2.585125,bock
fortsättning,NN.UTR.SIN.IND.NOM,|fortsättning..nn.1|,+,2,2.585125,fortsättning
sära,VB.INF.AKT,|sära..vb.1|,-,2,2.585125,sära
DENNA,DT.UTR.SIN.DEF,|denna..pn.1|,-,2,2.585125,denna
kvicka,VB.INF.AKT,|kvicka..vb.1|,-,2,2.585125,kvicka
uppvisat,VB.SUP.AKT,|uppvisa..vb.1|,+,2,2.585125,uppvisa
frågade,VB.PRT.AKT,|fråga..vb.2|fråga..vb.1|fråga_ut..vbm.1|,-,2,2.585125,fråga
oskadligt,JJ.POS.NEU.SIN.IND.NOM,|oskadlig..av.1|,-,2,2.585125,oskadlig
heltidsanställda,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|heltidsanställd..av.1|,+,2,2.585125,heltidsanställd
uppvaknande,NN.NEU.SIN.IND.NOM,|uppvaknande..nn.1|,+,2,2.585125,uppvaknande
dokumentera,VB.INF.AKT,|dokumentera..vb.1|,-,2,2.585125,dokumentera
om,PL,|om..ab.1|döpa_om..vbm.1|,-,2,2.585125,om
Ansiktet,NN.NEU.SIN.DEF.NOM,|ansikte..nn.1|,+,2,2.585125,ansikte
Börjar,VB.PRS.AKT,|börja..vb.2|börja..vb.1|,-,2,2.585125,börja
spiraltrappan,NN.UTR.SIN.DEF.NOM,|spiraltrappa..nn.1|,+,2,2.585125,spiraltrappa
tar,VB.PRS.AKT,|ta..vb.1|ta_tillbaka..vbm.1|,-,2,2.585125,ta
självmord,NN.NEU.SIN.IND.NOM,|självmord..nn.1|begå_självmord..vbm.1|,-,2,2.585125,självmord
val,NN.UTR.SIN.IND.NOM,|val..nn.2|,-,2,2.585125,val
170,RG.NOM,|,-,2,2.585125,
avstickare,NN.UTR.SIN.IND.NOM,|avstickare..nn.1|,-,2,2.585125,avstickare
ränslar,NN.UTR.PLU.IND.NOM,|ränsel..nn.1|,-,2,2.585125,ränsel
skåpbil,NN.UTR.SIN.IND.NOM,|skåpbil..nn.1|,+,2,2.585125,skåpbil
I943,NN.AN,|,-,2,2.585125,
rynkiga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|rynkig..av.1|,-,2,2.585125,rynkig
och,KN,|och..kn.1|göranden_och_låtanden..nnm.1|,-,2,2.585125,och
gick,VB.PRT.AKT,|gå..vb.1|gå_i_spetsen..vbm.1|,-,2,2.585125,gå
viljes,AB,|till_viljes..abm.1|,-,2,2.585125,till_viljes
avlägsna,VB.INF.AKT,|avlägsna..vb.1|avlägsna_sig..vbm.1|,-,2,2.585125,avlägsna
datt,NN.UTR.SIN.IND.NOM,|ditt_och_datt..pnm.1|,-,2,2.585125,ditt_och_datt
ugglekvinnan,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
och,KN,|och..kn.1|i_och_för_sig..abm.1|,-,2,2.585125,och
urtappningen,NN.UTR.SIN.DEF.NOM,|urtappning..nn.1|,+,2,2.585125,urtappning
flyger,VB.PRS.AKT,|flyga..vb.1|flyga_opp..vbm.1|,+,2,2.585125,flyga
styrelsemötet,NN.NEU.SIN.DEF.NOM,|,+,2,2.585125,
manken,NN.UTR.SIN.DEF.NOM,|manke..nn.1|lägga_manken_till..vbm.1|,-,2,2.585125,manke
ingripande,NN.NEU.SIN.IND.NOM,|ingripande..nn.1|,+,2,2.585125,ingripande
retad,PC.PRF.UTR.SIN.IND.NOM,|reta..vb.1|,-,2,2.585125,reta
i,PP,|i..pp.1|i_blodet..avm.1|,-,2,2.585125,i
brukligt,JJ.POS.NEU.SIN.IND.NOM,|bruklig..av.1|,-,2,2.585125,bruklig
Dig,PN.UTR.SIN.DEF.OBJ,|du..pn.1|Du..pn.1|,-,2,2.585125,du
mig,PN.UTR.SIN.DEF.OBJ,|jag..pn.1|slänga_sig..vbm.1|,-,2,2.585125,jag
toalettbesök,NN.NEU.PLU.IND.NOM,|toalettbesök..nn.1|,+,2,2.585125,toalettbesök
förskrämda,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|förskrämd..av.1|,+,2,2.585125,förskrämd
skiffer,NN.UTR.SIN.IND.NOM,|skiffer..nn.1|,-,2,2.585125,skiffer
göra,VB.INF.AKT,|göra..vb.1|göra_opp..vbm.1|,-,2,2.585125,göra
säckvis,AB,|säckvis..ab.1|,-,2,2.585125,säckvis
mjölet,NN.NEU.SIN.DEF.NOM,|mjöl..nn.1|,-,2,2.585125,mjöl
lyckligen,AB,|lyckligen..ab.1|,-,2,2.585125,lyckligen
orrar,NN.UTR.PLU.IND.NOM,|orre..nn.1|,-,2,2.585125,orre
forska,VB.INF.AKT,|forska..vb.1|forska_igenom..vbm.1|,+,2,2.585125,forska
tunnaste,JJ.SUV.UTR+NEU.SIN+PLU.DEF.NOM,|tunn..av.1|,-,2,2.585125,tunn
begär,NN.NEU.SIN.IND.NOM,|begär..nn.1|,-,2,2.585125,begär
åratal,NN.NEU.PLU.IND.NOM,|åratal..nn.1|,-,2,2.585125,åratal
ALLMÄNNA,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|allmän..av.1|,-,2,2.585125,allmän
förbrända,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|förbränna..vb.1|,+,2,2.585125,förbränna
dåsig,JJ.POS.UTR.SIN.IND.NOM,|dåsig..av.1|,-,2,2.585125,dåsig
SENARE,NN.UTR.PLU.IND.NOM,|,+,2,2.585125,
efter,PP,|efter..pp.1|efter_bästa_förmåga..abm.1|,-,2,2.585125,efter
snövita,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|snövit..av.1|,+,2,2.585125,snövit
stroke,NN.NEU.SIN.IND.NOM,|stroke..nn.1|,-,2,2.585125,stroke
kaffevatten,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
klibbigt,JJ.POS.NEU.SIN.IND.NOM,|klibbig..av.1|,-,2,2.585125,klibbig
Skälet,NN.NEU.SIN.DEF.NOM,|skäl..nn.1|,-,2,2.585125,skäl
gå,VB.INF.AKT,|gå..vb.1|gå_in..vbm.1|gå_in..vbm.2|gå_igen..vbm.1|,-,2,2.585125,gå
lunkande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|lunka..vb.1|,-,2,2.585125,lunka
utlöparen,NN.UTR.SIN.DEF.NOM,|utlöpare..nn.1|,+,2,2.585125,utlöpare
sig,PN.UTR+NEU.SIN+PLU.DEF.OBJ,|sig..pn.1|slänga_sig..vbm.1|,-,2,2.585125,sig
latex,NN.UTR.SIN.IND.NOM,|latex..nn.1|,+,2,2.585125,latex
könsorganet,NN.NEU.SIN.DEF.NOM,|könsorgan..nn.1|,+,2,2.585125,könsorgan
fågelskrämma,NN.UTR.SIN.IND.NOM,|fågelskrämma..nn.1|,-,2,2.585125,fågelskrämma
Långstrump,NN.UTR.SIN.IND.NOM,|Pippi_Långstrump..pmm.1|,-,2,2.585125,Pippi_Långstrump
porträtterades,VB.PRT.SFO,|porträttera..vb.1|,-,2,2.585125,porträttera
blonda,JJ.POS.UTR+NEU.SIN.DEF.NOM,|blond..av.1|,-,2,2.585125,blond
skrivande,NN.NEU.SIN.IND.NOM,|skrivande..nn.1|,+,2,2.585125,skrivande
sängkudden,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
blodutgjutningar,NN.UTR.PLU.IND.NOM,|blodutgjutning..nn.1|,+,2,2.585125,blodutgjutning
backup,NN.UTR.SIN.IND.NOM,|backup..nn.1|,-,2,2.585125,backup
mässingsknappar,NN.UTR.PLU.IND.NOM,|mässingsknapp..nn.1|,+,2,2.585125,mässingsknapp
undan,PL,|undan..ab.1|sparka_undan..vbm.1|,-,2,2.585125,undan
guds,NN.UTR.SIN.IND.GEN,|gud..nn.1|för_Guds_skull..inm.1|,-,2,2.585125,gud
ladugårdar,NN.UTR.PLU.IND.NOM,|ladugård..nn.1|,-,2,2.585125,ladugård
nattmackor,NN.UTR.PLU.IND.NOM,|,+,2,2.585125,
på,PP,|på..pp.1|på_vänster_hand..abm.1|,-,2,2.585125,på
sammanvuxna,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|sammanvuxen..av.1|,+,2,2.585125,sammanvuxen
märgelgrav,NN.UTR.SIN.IND.NOM,|märgelgrav..nn.1|,+,2,2.585125,märgelgrav
Kinnekulle,PM.NOM,|Kinnekulle..pm.1|,-,2,2.585125,Kinnekulle
ordning,NN.UTR.SIN.IND.NOM,|ordning..nn.1|i_god_ordning..abm.1|,-,2,2.585125,ordning
TV-nyheterna,NN.UTR.PLU.DEF.NOM,|tv-nyhet..nn.1|TV-nyhet..nn.1|,+,2,2.585125,tv-nyhet
knappa,JJ.POS.UTR+NEU.SIN.DEF.NOM,|knapp..av.1|,-,2,2.585125,knapp
höglänt,JJ.POS.UTR.SIN.IND.NOM,|höglänt..av.1|,-,2,2.585125,höglänt
HENNES,PS.UTR+NEU.SIN+PLU.DEF,|hon..pn.1|,-,2,2.585125,hon
Djuren,NN.NEU.PLU.DEF.NOM,|djur..nn.1|,-,2,2.585125,djur
slöa,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|slö..av.1|,-,2,2.585125,slö
Nyp,VB.IMP.AKT,|nypa..vb.1|,-,2,2.585125,nypa
halsband,NN.NEU.PLU.IND.NOM,|halsband..nn.1|,+,2,2.585125,halsband
lin,NN.NEU.SIN.IND.NOM,|lin..nn.1|,-,2,2.585125,lin
KOMMA,VB.INF.AKT,|komma..vb.1|komma_ihåg..vbm.1|,-,2,2.585125,komma
järnvägen,NN.UTR.SIN.DEF.NOM,|järnväg..nn.1|,+,2,2.585125,järnväg
bort,PL,|bort..ab.1|domna_bort..vbm.1|,-,2,2.585125,bort
tranor,NN.UTR.PLU.IND.NOM,|trana..nn.1|,-,2,2.585125,trana
fimpade,VB.PRT.AKT,|fimpa..vb.1|,-,2,2.585125,fimpa
vackla,VB.INF.AKT,|vackla..vb.1|,-,2,2.585125,vackla
dig,PN.UTR.SIN.DEF.OBJ,|du..pn.1|ge_sig..vbm.1|ge_sig_ut..vbm.1|,-,2,2.585125,du
banker,NN.UTR.PLU.IND.NOM,|bank..nn.2|,-,2,2.585125,bank
stämningsläget,NN.NEU.SIN.DEF.NOM,|stämningsläge..nn.1|,+,2,2.585125,stämningsläge
indirekt,JJ.POS.UTR.SIN.IND.NOM,|indirekt..av.1|,+,2,2.585125,indirekt
flygsandsfält,NN.NEU.PLU.IND.NOM,|flygsandsfält..nn.1|,+,2,2.585125,flygsandsfält
oordning,NN.UTR.SIN.IND.NOM,|oordning..nn.1|,-,2,2.585125,oordning
osorterade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|osorterad..av.1|,-,2,2.585125,osorterad
seder,NN.UTR.PLU.IND.NOM,|sed..nn.1|,-,2,2.585125,sed
jätteglad,JJ.POS.UTR.SIN.IND.NOM,|jätteglad..av.1|,+,2,2.585125,jätteglad
skickat,VB.SUP.AKT,|skicka..vb.1|skicka_ut..vbm.1|,-,2,2.585125,skicka
ideala,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ideal..av.1|,-,2,2.585125,ideal
bevakningen,NN.UTR.SIN.DEF.NOM,|bevakning..nn.1|,-,2,2.585125,bevakning
vaket,JJ.POS.NEU.SIN.IND.NOM,|vaken..av.1|,-,2,2.585125,vaken
undertill,AB,|undertill..ab.1|,+,2,2.585125,undertill
ytterväggen,NN.UTR.SIN.DEF.NOM,|yttervägg..nn.1|,+,2,2.585125,yttervägg
direktörerna,NN.UTR.PLU.DEF.NOM,|direktör..nn.1|,-,2,2.585125,direktör
Bertil,PM.NOM,|Bertil..pm.1|,-,2,2.585125,Bertil
strandbädden,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
rena,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ren..av.1|rena_rama..abm.1|,-,2,2.585125,ren
strömmens,NN.UTR.SIN.DEF.GEN,|ström..nn.1|,+,2,2.585125,ström
kedjan,NN.UTR.SIN.DEF.NOM,|kedja..nn.1|,+,2,2.585125,kedja
kartoteklåda,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
systerns,NN.UTR.SIN.DEF.GEN,|syster..nn.1|,+,2,2.585125,syster
personnummer,NN.NEU.SIN.IND.NOM,|personnummer..nn.1|,+,2,2.585125,personnummer
knäppa,JJ.POS.UTR+NEU.SIN.DEF.NOM,|knäpp..av.1|,-,2,2.585125,knäpp
tur,NN.UTR.SIN.IND.NOM,|tur..nn.2|tur..nn.1|i_tur..avm.1|,-,2,2.585125,tur
ersatts,VB.SUP.SFO,|ersätta..vb.1|,+,2,2.585125,ersätta
övergången,NN.UTR.SIN.DEF.NOM,|övergång..nn.1|,+,2,2.585125,övergång
objektivet,NN.NEU.SIN.DEF.NOM,|objektiv..nn.1|,-,2,2.585125,objektiv
Sundsvall,PM.NOM,|Sundsvall..pm.1|,-,2,2.585125,Sundsvall
gener,NN.UTR.PLU.IND.NOM,|gen..nn.1|,-,2,2.585125,gen
piga,NN.UTR.SIN.IND.NOM,|piga..nn.1|,-,2,2.585125,piga
alkohol,NN.UTR.SIN.IND.NOM,|alkohol..nn.1|,-,2,2.585125,alkohol
klamra,VB.INF.AKT,|klamra..vb.1|klamra_sig_fast..vbm.1|,-,2,2.585125,klamra
brännoffer,NN.NEU.PLU.IND.NOM,|brännoffer..nn.1|,+,2,2.585125,brännoffer
isflak,NN.NEU.PLU.IND.NOM,|isflak..nn.1|,+,2,2.585125,isflak
ANDERSSON,PM.NOM,|,-,2,2.585125,
stenbackar,NN.UTR.PLU.IND.NOM,|,+,2,2.585125,
prasslande,NN.NEU.SIN.IND.NOM,|prasslande..nn.1|,-,2,2.585125,prasslande
bagge,NN.UTR.SIN.IND.NOM,|bagge..nn.1|,-,2,2.585125,bagge
akter,NN.UTR.PLU.IND.NOM,|akt..nn.1|,-,2,2.585125,akt
Mittunder,PM.NOM,|,-,2,2.585125,
Be,VB.IMP.AKT,|be..vb.1|,-,2,2.585125,be
obeveklig,JJ.POS.UTR.SIN.IND.NOM,|obeveklig..av.1|,-,2,2.585125,obeveklig
Halsen,NN.UTR.SIN.DEF.NOM,|hals..nn.1|,+,2,2.585125,hals
meddelandet,NN.NEU.SIN.DEF.NOM,|meddelande..nn.1|,+,2,2.585125,meddelande
opp,PL,|opp..ab.1|opp_och_ner..abm.1|,-,2,2.585125,opp
gruvfält,NN.NEU.PLU.IND.NOM,|gruvfält..nn.1|,+,2,2.585125,gruvfält
chefer,NN.UTR.PLU.IND.NOM,|chef..nn.1|,-,2,2.585125,chef
slogos,UO,|,-,2,2.585125,
fras,NN.UTR.SIN.IND.NOM,|fras..nn.1|,-,2,2.585125,fras
andrum,NN.NEU.SIN.IND.NOM,|andrum..nn.1|,+,2,2.585125,andrum
krön,NN.NEU.PLU.IND.NOM,|krön..nn.1|,-,2,2.585125,krön
enfaldiga,JJ.POS.UTR+NEU.SIN.DEF.NOM,|enfaldig..av.1|,+,2,2.585125,enfaldig
tagg,NN.UTR.SIN.IND.NOM,|tagg..nn.1|,-,2,2.585125,tagg
förståndet,NN.NEU.SIN.DEF.NOM,|förstånd..nn.1|,+,2,2.585125,förstånd
kom,VB.PRT.AKT,|komma..vb.1|komma_åter..vbm.1|komma_upp..vbm.1|,-,2,2.585125,komma
näs,NN.NEU.SIN.IND.NOM,|näs..nn.1|,-,2,2.585125,näs
FLICKAN,NN.UTR.SIN.DEF.NOM,|flicka..nn.1|,-,2,2.585125,flicka
Lördagen,NN.UTR.SIN.DEF.NOM,|lördag..nn.1|,-,2,2.585125,lördag
luffare,NN.UTR.PLU.IND.NOM,|luffare..nn.1|,-,2,2.585125,luffare
och,KN,|och..kn.1|med_buller_och_bång..abm.1|,-,2,2.585125,och
krönikan,NN.UTR.SIN.DEF.NOM,|krönika..nn.1|,-,2,2.585125,krönika
skattepengar,NN.UTR.PLU.IND.NOM,|skattepeng..nn.1|,+,2,2.585125,skattepeng
misstänksamhet,NN.UTR.SIN.IND.NOM,|misstänksamhet..nn.1|,-,2,2.585125,misstänksamhet
nedre,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|nedre..av.1|på_nedre_botten..abm.1|,-,2,2.585125,nedre
industrifamilj,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
i,PP,|i..pp.1|sväva_i_ovisshet..vbm.1|i_ovisshet..abm.1|,-,2,2.585125,i
klia,VB.INF.AKT,|klia..vb.2|klia..vb.1|,-,2,2.585125,klia
biologi,NN.UTR.SIN.IND.NOM,|biologi..nn.1|,+,2,2.585125,biologi
sömns,NN.UTR.SIN.IND.GEN,|sömn..nn.1|till_sömns..abm.1|,+,2,2.585125,sömn
Runt,PP,|runt..pp.1|,-,2,2.585125,runt
hemskare,JJ.KOM.UTR+NEU.SIN+PLU.IND+DEF.NOM,|hemsk..av.1|,-,2,2.585125,hemsk
fy,IN,|fy..in.1|,-,2,2.585125,fy
faderns,NN.UTR.SIN.DEF.GEN,|far..nn.1|fader..nn.1|,+,2,2.585125,far
Mars,PM.NOM,|Mars..pm.2|Mars..pm.1|,-,2,2.585125,Mars
charm,NN.UTR.SIN.IND.NOM,|charm..nn.1|,-,2,2.585125,charm
paviljonger,NN.UTR.PLU.IND.NOM,|paviljong..nn.1|,-,2,2.585125,paviljong
gnisslande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|gnissla..vb.1|,-,2,2.585125,gnissla
virrig,JJ.POS.UTR.SIN.IND.NOM,|virrig..av.1|,-,2,2.585125,virrig
solens,NN.UTR.SIN.DEF.GEN,|sol..nn.2|sol..nn.1|,+,2,2.585125,sol
nyckfulla,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|nyckfull..av.1|,+,2,2.585125,nyckfull
näsborrar,NN.UTR.PLU.IND.NOM,|näsborre..nn.1|,+,2,2.585125,näsborre
bekymrade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|bekymrad..av.1|bekymra..vb.1|,-,2,2.585125,bekymrad
julfest,NN.UTR.SIN.IND.NOM,|julfest..nn.1|,+,2,2.585125,julfest
huven,NN.UTR.SIN.DEF.NOM,|huv..nn.1|,-,2,2.585125,huv
Röda,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|röd..av.1|,-,2,2.585125,röd
gång,NN.UTR.SIN.IND.NOM,|gång..nn.3|gång..nn.2|gång..nn.1|en_gång..abm.1|en_gång_för_alla..abm.1|,-,2,2.585125,gång
upp,AB,|upp..ab.1|kasta_upp..vbm.1|kasta_upp..vbm.2|,-,2,2.585125,upp
gardin,NN.UTR.SIN.IND.NOM,|gardin..nn.1|,+,2,2.585125,gardin
Jesus,PM.NOM,|Jesus..pm.1|,-,2,2.585125,Jesus
sockor,NN.UTR.PLU.IND.NOM,|socka..nn.1|,-,2,2.585125,socka
Snabbt,AB.POS,|snabb..av.1|,-,2,2.585125,snabb
käppar,NN.UTR.PLU.IND.NOM,|käpp..nn.1|,+,2,2.585125,käpp
tog,VB.PRT.AKT,|ta..vb.1|ta_tillfället_i_akt..vbm.1|,-,2,2.585125,ta
klocksträng,NN.UTR.SIN.IND.NOM,|klocksträng..nn.1|,+,2,2.585125,klocksträng
halvdunklet,NN.NEU.SIN.DEF.NOM,|halvdunkel..nn.1|,+,2,2.585125,halvdunkel
fallskärmstrupper,NN.UTR.PLU.IND.NOM,|fallskärmstrupp..nn.1|,+,2,2.585125,fallskärmstrupp
vrålande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|vråla..vb.1|,-,2,2.585125,vråla
dra,VB.INF.AKT,|dra..vb.1|dra_till..vbm.1|dra_sig..vbm.1|dra_till_sig..vbm.1|,-,2,2.585125,dra
daggryningen,NN.UTR.SIN.DEF.NOM,|daggryning..nn.1|,+,2,2.585125,daggryning
Fler,JJ.POS.UTR+NEU.PLU.IND.NOM,|,-,2,2.585125,
ur,PP,|ur..pp.1|röja_ur_vägen..vbm.1|ur_vägen..abm.1|,-,2,2.585125,ur
En,DT.UTR.SIN.IND,|en..al.1|en_gång..abm.1|en_gång_i_tiden..abm.1|,-,2,2.585125,en
Oran,PM.NOM,|,-,2,2.585125,
brädan,NN.UTR.SIN.DEF.NOM,|bräda..nn.1|,-,2,2.585125,bräda
vidtagits,VB.SUP.SFO,|vidta..vb.1|,+,2,2.585125,vidta
mygglarver,NN.UTR.PLU.IND.NOM,|mygglarv..nn.1|,+,2,2.585125,mygglarv
flit,NN.UTR.SIN.IND.NOM,|flit..nn.1|,-,2,2.585125,flit
sött,JJ.POS.NEU.SIN.IND.NOM,|söt..av.1|,-,2,2.585125,söt
staplade,VB.PRT.AKT,|stapla..vb.1|,-,2,2.585125,stapla
talan,NN.UTR.SIN.IND.NOM,|talan..nn.1|,-,2,2.585125,talan
motorkryssare,NN.UTR.SIN.IND.NOM,|motorkryssare..nn.1|,+,2,2.585125,motorkryssare
synade,VB.PRT.AKT,|syna..vb.1|,-,2,2.585125,syna
Jerusalem,PM.NOM,|Jerusalem..pm.1|,-,2,2.585125,Jerusalem
manliga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|manlig..av.2|manlig..av.1|,-,2,2.585125,manlig
åtlydd,PC.PRF.UTR.SIN.IND.NOM,|åtlyda..vb.1|,+,2,2.585125,åtlyda
dollar,NN.UTR.PLU.IND.NOM,|dollar..nn.1|,-,2,2.585125,dollar
gör,VB.PRS.AKT,|göra..vb.1|göra_sig..vbm.1|göra_om..vbm.1|,-,2,2.585125,göra
serverat,VB.SUP.AKT,|servera..vb.1|,-,2,2.585125,servera
kravlat,VB.SUP.AKT,|kravla..vb.1|,-,2,2.585125,kravla
gångerna,NN.UTR.PLU.DEF.NOM,|gång..nn.2|,-,2,2.585125,gång
kurva,NN.UTR.SIN.IND.NOM,|kurva..nn.1|,-,2,2.585125,kurva
bygder,NN.UTR.PLU.IND.NOM,|bygd..nn.1|,-,2,2.585125,bygd
doppade,VB.PRT.AKT,|doppa..vb.1|doppa_ner..vbm.1|,-,2,2.585125,doppa
jungfru,NN.UTR.SIN.IND.NOM,|jungfru..nn.1|,-,2,2.585125,jungfru
överraskande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|överraskande..av.1|överraska..vb.1|,-,2,2.585125,överraskande
strypt,VB.SUP.AKT,|strypa..vb.1|,-,2,2.585125,strypa
tjänstemän,NN.UTR.PLU.IND.NOM,|tjänsteman..nn.1|,+,2,2.585125,tjänsteman
snösparven,NN.UTR.SIN.DEF.NOM,|snösparv..nn.1|,+,2,2.585125,snösparv
gumsens,NN.UTR.SIN.DEF.GEN,|gumse..nn.1|,+,2,2.585125,gumse
samvetsgrant,AB.POS,|samvetsgrann..av.1|,+,2,2.585125,samvetsgrann
åja,IN,|åja..in.1|,-,2,2.585125,åja
Northumbria,PM.NOM,|,-,2,2.585125,
direktörer,NN.UTR.PLU.IND.NOM,|direktör..nn.1|,-,2,2.585125,direktör
Sovjetunionen,PM.NOM,|Sovjetunionen..pm.1|,-,2,2.585125,Sovjetunionen
GÅNG,NN.UTR.SIN.IND.NOM,|gång..nn.3|gång..nn.2|gång..nn.1|någon_gång..abm.1|,-,2,2.585125,gång
avtecknade,VB.PRT.AKT,|avteckna..vb.1|avteckna_sig..vbm.1|,+,2,2.585125,avteckna
härjats,VB.SUP.SFO,|härja..vb.1|,-,2,2.585125,härja
latitud,NN.UTR.SIN.IND.NOM,|latitud..nn.1|,-,2,2.585125,latitud
kvarn,NN.UTR.SIN.IND.NOM,|kvarn..nn.1|,-,2,2.585125,kvarn
glipa,NN.UTR.SIN.IND.NOM,|glipa..nn.1|,-,2,2.585125,glipa
fallskärm,NN.UTR.SIN.IND.NOM,|fallskärm..nn.1|,+,2,2.585125,fallskärm
grävande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|gräva..vb.2|gräva..vb.1|,-,2,2.585125,gräva
oss,PN.UTR.PLU.DEF.OBJ,|vi..pn.1|uppföra_sig..vbm.1|,-,2,2.585125,vi
midjekort,NN.UTR.SIN.IND.NOM,|,+,2,2.585125,
undersökande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|undersöka..vb.1|undersökande_journalistik..nnm.1|,+,2,2.585125,undersöka
skadskjuten,PC.PRF.UTR.SIN.IND.NOM,|skadskjuta..vb.1|,-,2,2.585125,skadskjuta
halvrutten,JJ.POS.UTR.SIN.IND.NOM,|halvrutten..av.1|,+,2,2.585125,halvrutten
ge,VB.INF.AKT,|ge..vb.1|ge_sig..vbm.1|ge_igen..vbm.1|,-,2,2.585125,ge
Stöten,NN.UTR.SIN.DEF.NOM,|stöt..nn.1|,-,2,2.585125,stöt
brytt,VB.SUP.AKT,|bry..vb.1|bry_sig..vbm.1|bry_sig_om..vbm.1|,-,2,2.585125,bry
prövade,VB.PRT.AKT,|pröva..vb.1|,-,2,2.585125,pröva
presenterades,VB.PRT.SFO,|presentera..vb.1|,+,2,2.585125,presentera
Gå,VB.IMP.AKT,|gå..vb.1|gå_in..vbm.1|gå_in..vbm.2|,-,2,2.585125,gå
kostymer,NN.UTR.PLU.IND.NOM,|kostym..nn.1|,-,2,2.585125,kostym
grottöppningen,NN.UTR.SIN.DEF.NOM,|,+,2,2.585125,
på,PP,|på..pp.1|på_fältet..abm.1|,-,2,2.585125,på
Hoppet,NN.NEU.SIN.DEF.NOM,|hopp..nn.1|,+,2,2.585125,hopp
dyrbart,JJ.POS.NEU.SIN.IND.NOM,|dyrbar..av.1|,+,2,2.585125,dyrbar
flertal,NN.NEU.SIN.IND.NOM,|flertal..nn.1|,+,2,2.585125,flertal
bibehålla,VB.INF.AKT,|bibehålla..vb.1|,+,2,2.585125,bibehålla
kramar,VB.PRS.AKT,|krama..vb.1|,-,2,2.585125,krama
när,AB.POS,|när..ab.1|så_när..abm.1|,-,2,2.585125,när
Klä,VB.INF.AKT,|klä..vb.1|,-,2,2.585125,klä
välta,VB.INF.AKT,|välta..vb.2|välta..vb.1|,+,2,2.585125,välta
ner,AB,|ner..ab.1|ramla_ner..vbm.1|,-,2,2.585125,ner
visades,VB.PRT.SFO,|visa..vb.1|,+,2,2.585125,visa
flyttades,VB.PRT.SFO,|flytta..vb.1|,-,2,2.585125,flytta
Sången,NN.UTR.SIN.DEF.NOM,|sång..nn.2|sång..nn.1|,-,2,2.585125,sång
ljusblå,JJ.POS.UTR+NEU.SIN.DEF.NOM,|ljusblå..av.1|,+,2,2.585125,ljusblå
slösa,VB.INF.AKT,|slösa..vb.1|slösa_bort..vbm.1|slösa_bort_tid..vbm.1|slösa_tid..vbm.1|,+,2,2.585125,slösa
silverskedar,NN.UTR.PLU.IND.NOM,|silversked..nn.1|,+,2,2.585125,silversked
Mötet,NN.NEU.SIN.DEF.NOM,|möte..nn.1|,-,2,2.585125,möte
i,PP,|i..pp.1|i_morgon..abm.1|i_morgon_bitti..abm.1|,-,2,2.585125,i
dunkande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|dunka..vb.1|,-,2,2.585125,dunka
i,PP,|i..pp.1|i_halvprofil..abm.1|,-,2,2.585125,i
förräderi,NN.NEU.SIN.IND.NOM,|förräderi..nn.1|,-,2,2.585125,förräderi
patriark,NN.UTR.SIN.IND.NOM,|patriark..nn.1|,-,2,2.585125,patriark
pilade,VB.PRT.AKT,|pila..vb.1|,+,2,2.585125,pila
fiskmås,NN.UTR.SIN.IND.NOM,|fiskmås..nn.1|,+,2,2.585125,fiskmås
användbara,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|användbar..av.1|,+,2,2.585125,användbar
